from,to,name,subtitle,departure-time,duration,arrival-time,rating,price,availablity
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),11:15,03h.45m,15:00,,363,35 Seats Available
indore,bhopal,Verma Travels,Bharat Benz AC Sleeper (2 + 1),04:30,04h,08:30,,"1,800",35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:00,03h.45m,15:45,4.4,363,35 Seats Available
indore,bhopal,Dhariwal Travels,AC Sleeper (2 + 1),17:00,04h.15m,21:15,4.1,"1,800",35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),20:00,03h.45m,23:45,4.4,457,38 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),23:30,03h.20m,02:50,,394,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),16:00,03h.45m,19:45,,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),09:30,03h.45m,13:15,4.8,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),19:00,03h.45m,22:45,,363,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),10:00,03h.45m,13:45,4.4,457,35 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),01:30,03h,04:30,,394,18 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),14:30,03h.45m,18:15,4.4,457,36 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),20:30,03h.45m,00:15,,457,33 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),07:30,03h.20m,10:50,,363,25 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper, NON-AC",18:30,04h,22:30,4.4,450,22 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),19:30,03h.45m,23:15,4.1,363,1 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),12:15,03h.45m,16:00,4.4,363,1 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),13:30,03h.45m,17:15,,457,32 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),16:30,05h,21:30,,850,29 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),07:05,02h.15m,09:20,,"2,999",5 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper-Seater, NON-AC",18:45,05h.10m,23:55,4.4,200,19 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),15:45,03h.45m,19:30,4.4,363,28 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),05:35,03h.05m,08:40,4.4,800,24 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),06:30,03h.20m,09:50,,363,17 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),00:30,03h,03:30,4.1,394,34 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),08:30,03h.45m,12:15,4.4,363,34 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),05:00,03h.20m,08:20,4.4,457,39 Seats Available
indore,bhopal,Verma Travels,VOLVO AC Multiaxle Sleeper (2 + 1),04:30,02h.30m,07:00,,400,48 Seats Available
indore,bhopal,Dhariwal Travels,AC Sleeper (2 + 1),19:45,03h.14m,22:59,,"5,000",37 Seats Available
indore,bhopal,Verma Travels,"2+2, Sleeper-Seater, NON-AC, Non-Video",20:30,03h.29m,23:59,,600,32 Seats Available
indore,bhopal,Dhariwal Travels,AC Sleeper (2 + 2),19:00,04h.25m,23:25,4.4,"4,000",14 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),18:00,03h.45m,21:45,,457,26 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),14:00,03h.45m,17:45,4.8,457,27 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),05:30,03h.20m,08:50,,457,15 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),15:30,03h.45m,19:15,,363,27 Seats Available
indore,bhopal,Verma Travels,AC Sleeper (2 + 1),06:00,03h.30m,09:30,,"2,499",40 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO AC Seater (2 + 2),09:00,03h.45m,12:45,4.4,363,30 Seats Available
indore,bhopal,Chartered Speed Limited MP,VOLVO 9600 AC Seater (2 + 2),10:30,03h.45m,14:15,,457,11 Seats Available
indore,bhopal,Shivansh Travels,AC Sleeper (2 + 1),15:00,04h,19:00,,2900,22 Seats Available
indore,bhopal,Om Sai Ram Travels,NON-AC Seater/Sleeper (2 + 1),19:30,04h.15m,23:45,,350,24 Seats Available
indore,bhopal,Om Sai Ram Travels,AC Seater/Sleeper (2 + 1),21:00,04h.45m,01:45,4.4,300,44 Seats Available
indore,bhopal,Om Sai Ram Travels,NON-AC Sleeper (2 + 1),15:55,05h.10m,21:05,4.4,350,27 Seats Available
indore,bhopal,Om Sai Ram Travels,NON-AC Seater/Sleeper (2 + 1),23:30,03h.30m,03:00,4.4,350,44 Seats Available
indore,bhopal,Om Sai Ram Travels,NON-AC Seater/Sleeper (2 + 1),22:55,04h.40m,03:35,4.1,350,29 Seats Available
indore,bhopal,New Golden Travels (Chhaterpur),"2+1, Sleeper with Washroom, AC, Individual LED",20:00,03h.55m,23:55,,899,44 Seats Available
indore,bhopal,Mahakal (Orchha Transport),"2+1, Sleeper-Seater, NON-AC",18:00,05h,23:00,,300,35 Seats Available
indore,bhopal,Shree Yadav Indore,NON-AC Sleeper,20:45,03h.50m,00:35,4.1,800,22 Seats Available
indore,bhopal,Mahakal (Orchha Transport),"2+1, Sleeper-Seater, NON-AC",19:30,04h.25m,23:55,4.4,500,29 Seats Available
indore,bhopal,Bhopal Travels,AC Sleeper,18:00,03h.40m,21:40,4.3,"5,090",36 Seats Available
indore,bhopal,SMT Travels,"2+2, Sleeper-Seater, NON-AC",17:30,05h,22:30,,400,12 Seats Available
indore,bhopal,New Golden Travels (Chhaterpur),"2+1, Sleeper, NON-AC",14:50,05h.30m,20:20,4.4,"1,500",44 Seats Available
indore,bhopal,Neelkamal Travels (Miglani),AC Sleeper,21:30,04h,01:30,4.4,662,44 Seats Available
indore,bhopal,Mahakal (Orchha Transport),"2+1, Sleeper-Seater, NON-AC",19:00,04h.20m,23:20,4.4,450,45 Seats Available
indore,bhopal,Mishra Transport Company,AC Sleeper (2 + 1),17:45,04h.45m,22:30,4.2,800,26 Seats Available
indore,bhopal,Ramashiv Travels,AC Seater/Sleeper (2 + 2),18:00,04h.30m,22:30,4.1,599,18 Seats Available
indore,bhopal,Khushbu Travels MP,AC Sleeper (2 + 1),18:30,03h.50m,22:20,4.5,"1,599",45 Seats Available
indore,bhopal,Jatashankar Travels,AC Sleeper (2 + 1),19:00,04h,23:00,4.5,500,40 Seats Available
indore,bhopal,Pegwar Travels,"2+1, Sleeper-Seater, NON-AC",19:00,04h.55m,23:55,4.6,350,44 Seats Available
indore,bhopal,Balaji Bus Service (AN),"2+1, Sleeper-Seater, NON-AC",19:30,05h.45m,01:15,4.6,400,20 Seats Available
indore,bhopal,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),19:20,03h.30m,22:50,4.6,"1,100",38 Seats Available
indore,bhopal,Maa Bijasan Travels (Bhatia),"2+1, Sleeper-Seater, NON-AC",19:00,05h.15m,00:15,4.3,500,44 Seats Available
indore,bhopal,Mishra Transport Company,AC Sleeper (2 + 1),20:45,04h.15m,01:00,4.5,700,43 Seats Available
indore,bhopal,Rahul Travels Seoni,AC Seater/Sleeper (2 + 1),20:00,03h.50m,23:50,4.5,500,16 Seats Available
indore,bhopal,Maa Vaishno Bus Service Rewa,AC Sleeper (2 + 1),20:00,03h.30m,23:30,,400,16 Seats Available
indore,bhopal,Maa Sharda Bus Service,"2+1, Sleeper, NON-AC",21:00,03h.45m,00:45,,900,45 Seats Available
indore,bhopal,Maa Sharda Bus Service,AC Sleeper (2 + 1),21:30,03h.30m,01:00,4.3,900,40 Seats Available
indore,bhopal,Amardeep Travels,AC Sleeper (2 + 1),21:50,04h.10m,02:00,4.5,500,41 Seats Available
indore,bhopal,Amardeep Travels,AC Seater/Sleeper (2 + 1),22:00,04h.50m,02:50,4.3,500,44 Seats Available
indore,bhopal,Amardeep Travels,"2+1, Sleeper-Seater, NON-AC",22:10,04h.30m,02:40,4.5,500,30 Seats Available
indore,bhopal,Amardeep Travels,"2+1, Sleeper-Seater, NON-AC",22:30,04h.50m,03:20,4.5,500,44 Seats Available
indore,ujjain,RSRTC,NON-AC Seater/Sleeper(2+1) - 191379,21:00,01h,22:00,4.3,13851,32 Seats Available
indore,ujjain,Raj Kalpana Travels Pvt.Ltd,AC Sleeper (2 + 1),16:20,02h,18:20,4.5,15250,29 Seats Available
indore,ujjain,Raj Kalpana Travels Pvt.Ltd,Bharat Benz AC Seater/Sleeper (2 + 1),17:30,01h.50m,19:20,,15250,5 Seats Available
indore,ujjain,Jai Shree Ganesh Travels,Ashok Leyland NON-AC Sleeper,20:09,01h.10m,21:19,4.3,644,19 Seats Available
indore,ujjain,Jai Shree Ganesh Travels,Ashok Leyland AC Seater/Sleeper,18:00,02h,20:00,4.5,644,28 Seats Available
indore,ujjain,Jai Shree Ganesh Travels,Ashok Leyland AC Seater/Sleeper,19:05,02h.45m,21:50,4.5,644,24 Seats Available
indore,ujjain,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),04:00,03h,07:00,4.5,539,17 Seats Available
indore,ujjain,Samreen Travels,AC Sleeper (2 + 1),16:30,01h.40m,18:10,,1272,34 Seats Available
indore,ujjain,Raj Kalpana Travels Pvt.Ltd,Bharat Benz AC Seater/Sleeper (2 + 1),18:30,01h.50m,20:20,4.8,15250,34 Seats Available
indore,ujjain,BETRWANTI TRAVELS,NON-AC Sleeper (2 + 1),15:00,01h.30m,16:30,4.4,612,39 Seats Available
indore,ujjain,S M Moga Travels,AC Seater/Sleeper (2 + 1),19:30,02h,21:30,4.1,190,48 Seats Available
indore,ujjain,Rajasthan Travels,"2+1, Air Suspension, NON-AC",20:30,02h.05m,22:35,,39,37 Seats Available
indore,ujjain,Gajraj Travels,"1+2, Sleeper-Seater, NON-AC, Non-Video",17:30,02h,19:30,,3873,32 Seats Available
indore,ujjain,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),05:30,03h,08:30,4.4,539,14 Seats Available
indore,ujjain,Ashok Bus Service,"2+1, Sleeper-Seater, NON-AC, Non-Video",15:00,02h.30m,17:30,,814,26 Seats Available
indore,ujjain,Samreen Travels,AC Sleeper (2 + 1),22:00,01h.30m,23:30,,1272,27 Seats Available
indore,ujjain,Raaj Rath Travels Co.,AC Seater/Sleeper (2 + 1),03:30,05h.45m,09:15,4.4,539,15 Seats Available
indore,ujjain,Sanjay Travels,AC Sleeper (2 + 1),06:30,01h.45m,08:15,4.1,3762,27 Seats Available
indore,ujjain,DEV HIGH SPEED TRAVELS AND CARGO,"1+2, Sleeper-Seater, NON-AC, Non-Video",18:00,02h,20:00,4.4,290,40 Seats Available
indore,ujjain,Bluecity Bus,AC Sleeper (2 + 1),16:30,02h,18:30,,705,30 Seats Available
indore,ujjain,Ashok Bus Service,AC Seater/Sleeper (2 + 1),23:15,01h.15m,00:30,,814,11 Seats Available
indore,ujjain,Gajraj Travels,"2+1, Sleeper with Washroom, AC, Non-Video",15:00,01h.15m,16:15,4.8,3873,22 Seats Available
indore,ujjain,Gajraj Travels,AC Sleeper (2 + 1),16:15,01h.45m,18:00,,3873,24 Seats Available
indore,ujjain,S M Moga Travels,AC Seater/Sleeper (2 + 1),17:30,02h.20m,19:50,4.4,190,44 Seats Available
indore,ujjain,Prasanna - Purple Bus,AC Sleeper (2 + 1),20:15,02h,22:15,,4227,27 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),19:40,01h.50m,21:30,4.4,974,44 Seats Available
indore,ujjain,JAIN TRAVELS REGD - MULTANI SONA,Eicher AC Sleeper,19:30,01h.30m,21:00,,2797,29 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,17:30,01h.20m,18:50,,204,44 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,06:29,01h.10m,07:39,4.4,204,35 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),06:40,01h.50m,08:30,4.1,974,22 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,10:00,01h.30m,11:30,4.4,204,29 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,18:45,01h.45m,20:30,,9461,36 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),17:45,01h.50m,19:35,,974,12 Seats Available
indore,ujjain,M R Travels,NON-AC Seater/Sleeper (2 + 1),17:30,01h.30m,19:00,,7036,44 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),18:40,01h.50m,20:30,4.4,974,44 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,20:00,01h.30m,21:30,4.4,9461,45 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,18:30,01h.30m,20:00,4.4,204,26 Seats Available
indore,ujjain,Prasanna - Purple Bus,AC Sleeper (2 + 1),17:00,02h,19:00,,4227,18 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Bharat Benz AC Seater,09:30,02h,11:30,4.1,9461,45 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),18:10,01h.50m,20:00,4.4,974,40 Seats Available
indore,ujjain,Shekhar Travels,AC Seater/Sleeper (2 + 1),18:15,01h.50m,20:05,4.4,862,44 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),10:05,01h.30m,11:35,,974,20 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Bharat Benz AC Sleeper,18:15,01h.30m,19:45,,9461,38 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,19:41,01h.20m,21:01,,204,44 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),07:10,01h.50m,09:00,4.4,974,43 Seats Available
indore,ujjain,Humsafar Travels,AC Sleeper (2 + 1),23:15,00h.44m,23:59,,5224,16 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),14:25,01h.50m,16:15,4.8,974,16 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,16:25,01h.15m,17:40,,204,45 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,20:30,01h,21:30,,9461,40 Seats Available
indore,ujjain,Kothari Travels,NON-AC Seater/Sleeper (2 + 1),16:30,02h,18:30,,140,41 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),12:30,01h.30m,14:00,4.4,974,44 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),09:40,01h.50m,11:30,,974,30 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),07:45,01h.50m,09:35,,974,44 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,07:29,01h.10m,08:39,,204,44 Seats Available
indore,ujjain,Ganesh Travels (GT),AC Sleeper (2 + 1),19:00,02h.15m,21:15,4.4,590,42 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),20:20,01h.50m,22:10,4.4,974,30 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),15:10,01h.30m,16:40,4.4,974,33 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,19:30,01h.10m,20:40,4.1,9461,44 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,17:50,01h.15m,19:05,,204,45 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:18,02h,08:18,,9461,30 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),11:50,01h.50m,13:40,4.1,974,36 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,13:00,01h.30m,14:30,4.4,204,44 Seats Available
indore,ujjain,Prasanna - Purple Bus,AC Sleeper (2 + 1),16:00,01h.16m,17:16,4.3,4227,34 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,11:53,01h.17m,13:10,,204,30 Seats Available
indore,ujjain,Lavi Travels,TATA NON-AC Seater,16:20,01h.15m,17:35,4.4,204,20 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,06:22,02h,08:22,4.4,9461,45 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),17:05,01h.50m,18:55,4.4,974,37 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,13:00,01h.15m,14:15,4.2,9461,41 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland NON-AC Sleeper,06:30,03h.30m,10:00,,9461,45 Seats Available
indore,ujjain,Hans Travels (I) Pvt Ltd.,Ashok Leyland AC Sleeper,16:30,01h.15m,17:45,,9461,42 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),08:20,01h.50m,10:10,4.4,974,33 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),13:50,01h.50m,15:40,4.4,974,42 Seats Available
indore,ujjain,Royal Travels,AC Seater (2 + 2),15:55,01h.50m,17:45,4.4,974,35 Seats Available
